ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,late_payment_count,risk_tier,age_band,credit_limit_bucket,utilisation_rate,utilisation_trend_slope,payment_consistency_score,months_since_last_late,payment_to_bill_ratio,is_outlier
252,30000,1,2,2,28,0,0,0,0,0,0,29242,29507,29155,25255,22001,0,5006,1244,851,955,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.7508888888888889,0.164408,1.0,6,0.05960343296833383,False
253,140000,2,2,2,26,0,0,0,0,0,0,101551,105246,104781,105334,107699,106828,5366,5087,3605,3894,3785,3304,1,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.7517130952380952,-0.006999,1.0,6,0.0396570373385236,False
254,160000,2,1,2,28,0,0,0,0,-1,0,70243,47779,28052,7222,99669,84426,7042,2000,1000,99669,12600,10000,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.35144895833333334,-0.036742,1.0,6,0.39215924550447406,False
255,400000,2,2,2,29,-1,0,-1,-1,-1,-1,19532,3719,1453,4944,1896,2486,3127,1469,4968,1905,2494,862,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.014179166666666668,0.006229,1.0,6,0.4356450191007934,False
256,50000,1,2,1,25,0,0,0,0,0,0,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.5785066666666666,-0.004481,1.0,6,0.039423342859776896,False
257,140000,2,2,1,48,0,-1,-1,-1,-1,-1,1154,1233,862,1355,1130,21361,1233,1075,1355,1130,21361,1347,0,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.03225595238095238,-0.020657,1.0,6,1.0149843144491604,False
258,160000,2,2,1,33,-1,-1,-1,-1,0,-1,8015,2453,9624,52572,7333,2210,2453,9880,52572,1546,2210,0,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.08563229166666667,-0.005101,1.0,6,0.8352208449402119,False
259,100000,2,3,1,43,0,0,-2,-2,-2,-2,62170,0,0,0,0,0,0,0,0,0,0,0,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.10361666666666666,0.088814,1.0,6,0.0,False
260,220000,1,1,1,48,2,0,0,0,0,0,210380,213522,201852,169115,172169,162402,10000,9020,6000,5500,6000,5500,1,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.8556363636363636,0.051518,0.8333333333333334,0,0.037204278226377674,False
261,510000,2,1,2,29,0,0,0,0,0,0,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,0,0,risk_tier_low,cohort_age_20_29,limit_above_500K,0.16771601307189543,0.013911,1.0,6,0.31267841102392585,False
262,50000,1,2,2,29,0,0,0,0,0,0,49276,35100,32563,27823,29130,28309,1602,1400,3000,3130,1062,6318,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.6740033333333333,0.072849,1.0,6,0.08166131720416812,False
263,160000,2,1,1,38,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,0,1,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.06591354166666666,-0.016002,0.8333333333333334,4,0.6975994437157261,False
264,230000,2,1,2,37,-2,-2,-2,-2,-2,-2,2283,50815,0,0,299,338,51315,0,0,299,338,0,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.03893840579710145,0.020034,1.0,6,0.966818647064297,False
265,80000,2,1,2,37,-1,-1,-1,-1,-1,-1,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4000,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.07302916666666666,-0.01149,1.0,6,0.8260683516859703,False
266,150000,2,2,1,25,-1,-1,-2,-1,-1,-1,6156,0,0,316,316,316,0,0,316,316,316,316,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.007893333333333334,0.005321,1.0,6,0.17792792792792791,False
267,10000,1,3,2,23,0,0,0,0,0,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,0,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.8689333333333334,-0.051537,0.8333333333333334,5,0.0754181371796839,False
268,130000,2,3,2,49,0,0,0,0,0,0,89003,91362,72197,49654,28065,27500,4100,3095,1630,561,600,0,1,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.4586935897435897,0.114275,1.0,6,0.027910928752505025,False
269,40000,2,1,2,48,0,0,0,0,0,0,34871,34449,33634,34586,34762,35673,1600,1600,1500,1500,1500,1500,0,0,risk_tier_low,cohort_age_40_49,limit_below_50K,0.8665625,-0.004215,1.0,6,0.04423608606803702,False
270,50000,1,2,2,27,3,2,2,0,0,-1,13694,14880,14242,13968,14319,2614,1700,0,426,501,2614,1390,1,3,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.24572333333333332,0.032775,0.5,0,0.08995211416633883,False
271,100000,1,3,2,32,0,0,0,0,0,0,70003,31545,20974,19713,19848,18126,2035,2004,616,2007,1009,2015,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.30034833333333333,0.084496,1.0,6,0.053748702894971946,False
272,120000,1,1,1,34,-1,2,-1,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,0,1,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.006130555555555555,0.001525,0.8333333333333334,1,0.4077933846850929,False
273,260000,2,1,2,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_50_59,limit_200K_500K,0.0,0.0,0.8333333333333334,0,1.0,False
274,200000,2,2,2,33,0,0,0,0,0,0,11253,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.0673925,-0.002024,1.0,6,0.14247381632476414,False
275,360000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.0,0.0,1.0,6,1.0,False
276,70000,2,2,2,36,0,0,0,0,0,0,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.6327452380952381,0.192128,1.0,6,0.10629042757748737,False
277,460000,1,1,1,40,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,1,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.010159057971014494,-0.006602,0.8333333333333334,0,0.9960055636791612,False
278,50000,2,1,2,26,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.00912,0.0024,1.0,6,0.6929824561403509,False
279,50000,1,3,1,33,0,0,0,0,0,0,50859,50462,50654,20046,20067,19703,2007,2199,691,707,703,697,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.70597,0.158613,1.0,6,0.03307033821078327,False
280,250000,2,2,1,31,0,0,0,0,0,0,103109,102594,97109,99029,100871,101299,4000,4500,5000,4000,5000,4400,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.402674,0.001406,1.0,6,0.044535612762019235,False
281,30000,2,1,2,27,0,0,-1,0,0,-2,1512,2458,664,1814,0,0,1000,664,1500,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.03582222222222223,0.013128,1.0,6,0.49069478908188585,False
282,270000,1,2,1,44,0,0,0,0,-1,-1,127543,109189,92630,69669,44149,43414,10063,5162,10150,44299,43509,31031,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.30036666666666667,0.06759,1.0,6,0.296374390148666,False
283,180000,2,3,2,30,0,0,0,0,0,0,163935,153152,147032,122196,103692,70204,7722,6091,3563,3605,3000,3211,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.703899074074074,0.101884,1.0,6,0.03576901675982063,False
284,100000,2,1,2,28,0,0,0,0,0,0,53494,52656,52600,52336,55831,56265,4173,3000,2025,5000,3000,3000,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.5386366666666667,-0.006605,1.0,6,0.06249729254723345,False
285,230000,2,3,1,32,0,0,0,0,0,0,195126,88743,92195,94814,98182,98457,5000,5000,5000,5000,4000,5000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.48370797101449275,0.0562,1.0,6,0.04344458643000852,False
286,210000,2,1,1,46,-1,-1,-1,-1,-1,-1,110346,41986,21874,20076,16171,586,41986,21874,20076,16171,586,19777,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.16749126984126983,0.085448,1.0,6,0.5708423561521804,False
287,210000,1,1,2,38,2,0,0,0,0,0,60502,62804,62769,62683,63663,46549,3276,2026,2000,2000,2000,2502,0,1,risk_tier_medium,cohort_age_30_39,limit_200K_500K,0.2848968253968254,0.009153,0.8333333333333334,0,0.03845446694709864,False
288,440000,2,2,1,46,0,0,0,0,0,0,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.3137041666666667,0.044204,1.0,6,0.03591735603051997,False
289,100000,2,2,2,25,2,0,0,0,0,0,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559,1,1,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.67273,0.029658,0.8333333333333334,0,0.032727344799052614,False
290,240000,2,2,1,46,0,0,0,0,0,0,8751,9900,10605,10765,11765,4311,1295,1000,1000,1000,1000,1000,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.03895625,0.001958,1.0,6,0.1122163395546999,False
291,280000,1,1,2,33,-1,-1,-1,-1,-1,-1,898,898,325,898,325,-339603,898,325,898,325,0,345293,1,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.0,0.173842,1.0,6,1.0,False
292,50000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.0,0.0,0.8333333333333334,0,1.0,False
293,30000,1,2,1,43,3,2,2,2,2,2,1700,2610,1914,2182,2000,2566,1100,0,300,0,600,0,0,6,risk_tier_high,cohort_age_40_49,limit_below_50K,0.07206666666666667,-0.002636,0.0,0,0.1541782300339192,True
294,10000,1,2,2,27,0,0,2,0,0,0,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,1,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.9474666666666666,-0.043954,0.8333333333333334,2,0.09622150295524909,False
295,130000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1500,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.0,0.0,0.8333333333333334,0,1.0,False
296,200000,1,1,2,31,0,0,0,0,0,0,194353,197344,186292,133345,133634,133990,9000,7465,4715,4804,5141,5300,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.8157983333333333,0.077985,1.0,6,0.03720792924722,False
297,120000,2,2,1,29,-1,-1,-1,-1,-1,-1,1686,657,2179,1423,0,1820,657,2319,1423,0,1820,2496,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.010784722222222223,0.00049,1.0,6,1.1223438506117192,False
298,210000,2,2,1,36,0,0,0,0,0,0,143225,142996,144415,148190,147993,131629,6483,5082,6000,5900,4544,4700,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.6813079365079364,0.005335,1.0,6,0.03810248261979759,False
299,280000,2,1,1,36,0,0,0,0,0,0,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.16288095238095238,0.027187,1.0,6,0.042822686741704426,False
300,300000,1,1,2,34,1,-2,-1,0,-1,-1,0,0,13001,12601,19595,203,0,13001,0,19595,203,0,1,1,risk_tier_medium,cohort_age_30_39,limit_200K_500K,0.025222222222222222,-0.005657,0.8333333333333334,0,0.7224449339207049,False
301,100000,1,2,2,37,0,0,0,0,0,0,99209,98222,67185,66926,66796,64513,3490,2332,2314,2365,2497,2305,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.7714183333333333,0.076576,1.0,6,0.033062475829154524,False
302,440000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,162000,0,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.0,0.0,1.0,6,1.0,False
303,50000,2,3,1,40,0,0,0,0,0,0,49941,51213,12104,12898,13687,14458,2400,1206,1000,1000,1000,1000,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.5143366666666667,0.165257,1.0,6,0.049293264463613325,False
304,20000,2,1,2,25,0,0,2,0,0,0,11968,14564,27820,15824,15761,12510,2800,0,4000,1700,1000,2000,1,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.8203916666666666,0.008136,0.8333333333333334,2,0.11681412333539874,False
305,200000,2,1,2,27,-1,-1,-1,0,0,0,871,665,960,4242,4084,7414,665,960,3908,1014,3500,2880,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.015196666666666667,-0.006608,1.0,6,0.7088725597718798,False
306,110000,2,2,2,26,-2,-2,-2,-2,-2,-2,432,3220,5704,1256,1848,400,3220,5904,0,3000,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.019484848484848487,0.002266,1.0,6,0.9427682737169518,False
307,500000,2,2,1,36,-1,-1,-1,-1,-1,-1,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.015843,0.005829,1.0,6,0.7795661596078184,False
308,300000,2,2,1,27,1,-1,-1,-2,-2,-2,0,5215,0,0,0,0,5215,0,0,0,0,0,0,1,risk_tier_medium,cohort_age_20_29,limit_200K_500K,0.002897222222222222,0.00149,0.8333333333333334,0,1.0,False
309,30000,1,3,1,55,2,2,2,3,3,4,9720,10613,11339,12841,13836,14514,1200,1200,2000,1500,1500,1500,1,6,risk_tier_high,cohort_age_50_59,limit_below_50K,0.40479444444444446,-0.033468,0.0,0,0.12214704308085036,True
310,60000,2,1,2,27,-1,-1,-1,-1,-1,-1,20847,13801,14366,4889,273,11736,13809,14583,4889,273,13557,0,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.1830888888888889,0.045531,1.0,6,0.7147560383541692,False
311,400000,2,2,1,38,-1,0,-1,-1,0,-1,3697,3600,1354,5322,5103,2077,1000,1354,5322,6,2386,9085,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.00881375,-2.7e-05,1.0,6,0.9054507634850849,False
312,180000,2,2,1,34,0,0,0,0,0,0,143301,146333,147042,127814,130331,132845,7000,5000,5000,4900,5000,5100,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.7663574074074074,0.01897,1.0,6,0.038662938914972945,False
313,20000,1,1,2,40,0,0,0,2,0,0,10934,13738,16567,10411,13057,14340,3000,3100,0,3000,1500,0,0,1,risk_tier_medium,cohort_age_40_49,limit_below_50K,0.658725,-0.012616,0.8333333333333334,3,0.13409743570280971,False
314,200000,2,3,1,49,-1,2,2,2,0,0,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,1,3,risk_tier_medium,cohort_age_40_49,limit_100K_200K,0.27753916666666667,-0.008441,0.5,1,0.048900005104384664,False
315,100000,1,1,2,27,0,0,0,0,0,0,55734,52557,33415,28776,17580,6441,1631,1286,200,645,909,200,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.3241716666666667,0.101724,1.0,6,0.02504331552726693,False
316,60000,1,2,2,23,0,0,0,0,0,0,49507,33282,34312,17277,17808,19346,1970,2000,618,809,2000,616,1,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.4764777777777778,0.10203,1.0,6,0.04671431569619663,False
317,110000,2,2,2,36,0,0,0,0,0,0,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.46032878787878784,-0.010237,1.0,6,0.04443464322272947,False
318,260000,2,3,1,53,1,-1,-1,-2,-2,-1,0,165,526,452,397,485,165,526,452,397,485,459,0,1,risk_tier_medium,cohort_age_50_59,limit_200K_500K,0.001298076923076923,-0.000335,0.8333333333333334,0,1.2266666666666666,False
319,50000,2,3,1,46,3,2,2,0,0,0,48522,50955,29516,29742,29898,24883,3754,1,1070,1030,863,654,0,3,risk_tier_medium,cohort_age_40_49,limit_50K_100K,0.71172,0.103509,0.5,0,0.03452668652466326,False
320,180000,1,2,2,29,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.0,0.0,0.8333333333333334,0,1.0,False
321,110000,1,2,2,29,1,2,2,0,0,0,58362,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,1,3,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.4717363636363636,0.021152,0.5,0,0.033255606302955557,False
322,340000,2,1,2,27,0,0,0,0,0,0,172180,180140,166281,155628,145645,103263,21105,5461,5000,5849,2732,50000,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.4525181372549019,0.038548,1.0,6,0.09765289442412123,False
323,50000,1,2,2,24,-1,0,0,0,0,0,1399,2441,3865,7476,8384,8085,1070,1500,3666,2477,1306,1000,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.1055,-0.031354,1.0,6,0.3481516587677725,False
324,230000,2,2,1,28,0,0,0,-2,-1,-1,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,1,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.04009202898550725,0.019145,1.0,6,0.2123737054241148,False
325,360000,2,2,2,32,0,0,0,0,0,0,93029,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.26639305555555554,-0.004805,1.0,6,0.09905997299312315,False
326,210000,1,2,2,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,0,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.1275388888888889,-0.043952,0.8333333333333334,0,0.32366722879420534,False
327,220000,2,2,1,41,-1,2,2,-1,2,-1,650,650,325,950,475,325,325,0,950,0,325,325,1,3,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.002556818181818182,0.000198,0.5,1,0.5703703703703704,False
328,60000,2,2,1,34,2,2,2,2,2,0,24898,27976,27233,30184,29566,30225,3800,0,3720,0,1300,1291,1,5,risk_tier_high,cohort_age_30_39,limit_50K_100K,0.47245,-0.01636,0.16666666666666666,0,0.05944779576909961,False
329,340000,1,2,1,55,-2,-1,-1,-2,-2,-2,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,0,0,risk_tier_low,cohort_age_50_59,limit_200K_500K,0.0674343137254902,0.023631,1.0,6,1.1949609641917334,False
330,150000,1,1,1,40,2,2,2,2,2,2,99855,102586,100064,104975,107147,109428,5200,0,8100,4000,4200,4200,0,6,risk_tier_high,cohort_age_40_49,limit_100K_200K,0.6933944444444444,-0.012659,0.0,0,0.04118226758859395,True
331,200000,2,2,1,37,1,-1,2,-1,-1,-1,-179,505,189,6773,23209,16893,1000,0,6900,24000,17000,2500,1,2,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.03949166666666667,-0.022865,0.6666666666666666,0,1.0846170078075543,False
332,130000,2,2,2,40,0,0,2,0,0,0,9559,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,1,1,risk_tier_medium,cohort_age_40_49,limit_100K_200K,0.08527435897435896,-0.001515,0.8333333333333334,2,0.10824788766274769,False
333,60000,2,1,2,28,1,2,0,0,0,0,10540,10232,11237,11427,20973,31857,0,1483,673,10000,11540,7000,0,2,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.26740555555555556,-0.06619,0.6666666666666666,0,0.31886647414455777,False
334,400000,2,2,1,43,1,-2,-2,-2,-1,-1,0,0,0,0,1600,78388,0,0,0,1600,78388,0,0,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.033328333333333335,-0.028339,0.8333333333333334,0,1.0,False
335,20000,1,1,2,27,0,0,0,0,0,0,20571,19089,19658,19453,19108,18868,1323,1600,830,700,674,376,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.9728916666666666,0.012376,1.0,6,0.04713611484663417,False
336,190000,2,1,2,28,0,0,0,0,0,0,143464,146943,151905,153538,156664,160361,5795,7408,5645,5753,6370,5865,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.8007675438596492,-0.017335,1.0,6,0.04035163631384363,False
337,260000,2,1,2,30,0,0,0,0,0,0,156882,160246,159988,158114,158762,159108,10000,8000,6000,7000,7000,6000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.6109615384615384,-0.000528,1.0,6,0.04616514531528696,False
338,140000,2,2,2,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.0004642857142857143,0.000398,1.0,6,0.0,False
339,50000,2,2,1,31,0,0,0,0,0,0,46512,47716,49675,30929,30078,29170,1974,4406,1061,1073,1046,1047,1,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.7802666666666667,0.090497,1.0,6,0.04531356801093643,False
340,120000,2,1,2,34,-1,-1,0,-1,-1,-1,882,6531,6313,1100,1330,830,6900,5037,1100,1330,3800,2037,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.023591666666666667,0.005018,1.0,6,1.1894501354056282,False
341,240000,2,2,2,30,-2,-2,-2,-2,-2,-2,92,92,92,0,92,0,92,92,0,92,0,1883,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.0002555555555555556,6.6e-05,1.0,6,2.0,True
342,50000,1,2,2,36,0,0,0,0,-1,0,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.06282333333333333,0.02498,1.0,6,0.17986947524805008,False
343,200000,2,1,2,29,-1,2,-1,-1,-1,2,2393,183,4847,20183,24815,24248,0,4872,20183,5000,0,1000,0,2,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.06389083333333333,-0.028358,0.6666666666666666,1,0.40505288969466147,False
344,180000,1,1,1,39,0,0,-1,0,0,-1,274731,281713,242063,122295,-1005,1005,11000,145000,26000,0,101005,1898,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.8525944444444444,0.370881,1.0,6,0.3094074513304706,False
345,180000,2,1,2,26,0,0,0,0,0,0,145403,138232,130553,105894,108248,106517,5440,5051,3835,4106,4250,4028,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.6804138888888889,0.049054,1.0,6,0.03634770231082116,False
346,160000,2,1,2,29,-1,-1,-2,-1,0,0,3097,-707,-2697,2303,6182,1654,0,0,5000,5000,1500,13000,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.010241666666666666,-0.003295,1.0,6,2.0,True
347,100000,2,2,2,26,-1,-1,-1,0,0,0,1370,4192,4159,3542,1980,3980,4210,4159,1000,1080,2000,1525,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.032038333333333335,-0.001656,1.0,6,0.726941684440514,False
348,50000,2,2,2,29,0,0,0,0,0,0,47081,49316,50409,45545,39963,41145,3000,2000,2000,2000,2000,2000,1,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.91153,0.035773,1.0,6,0.0475391192098267,False
349,140000,2,2,2,31,0,0,0,0,0,0,138119,137950,140254,139679,141748,142174,6600,6500,5100,5300,6000,5000,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.9999095238095239,-0.006346,1.0,6,0.041075144894061846,False
350,30000,2,2,2,26,0,0,0,0,0,0,17893,19012,20123,20222,20796,19844,1411,1522,621,795,715,1000,1,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.6549444444444444,-0.014482,1.0,6,0.05143778098227161,False
351,90000,1,1,2,26,0,0,-1,0,0,-1,39128,20473,1940,1940,0,23101,1541,4200,0,0,23101,3000,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.16033703703703706,0.044938,1.0,6,0.36776697234991107,False
352,200000,1,1,1,36,1,-2,-1,-1,-2,-1,-14386,-13543,3432,-3684,0,1386,10118,47015,0,4000,100000,10000,0,1,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.0,-0.016053,0.8333333333333334,0,1.0,False
353,380000,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_30_39,limit_200K_500K,0.0,0.0,0.8333333333333334,0,1.0,False
354,80000,2,2,2,43,0,0,0,0,0,0,77057,78102,58501,51042,19036,19414,3177,2600,3000,1691,695,882,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.6315666666666667,0.168883,1.0,6,0.03973254341056632,False
355,50000,1,3,1,58,2,2,2,0,0,2,15899,18720,18122,18530,19089,18856,3400,0,1000,1001,634,638,0,4,risk_tier_high,cohort_age_50_59,limit_50K_100K,0.36405333333333334,-0.009314,0.3333333333333333,0,0.061099106358042776,False
356,180000,1,2,1,45,-1,0,0,0,0,0,27679,28422,29650,29981,30419,31127,1481,2000,1100,1200,1500,1500,1,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.1641462962962963,-0.00374,1.0,6,0.04953237288326809,False
357,240000,2,2,2,26,0,0,0,0,0,0,141315,128940,124226,113133,113966,103360,6349,5834,3870,4000,3825,3520,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.5034305555555555,0.029261,1.0,6,0.03779347256324661,False
358,380000,1,2,2,34,0,0,0,0,0,0,194314,179206,193992,174675,171253,169121,9010,35000,5000,6000,5000,4400,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.4748074561403509,0.012717,1.0,6,0.059497801971436254,False
359,110000,2,4,2,24,0,0,0,0,0,0,83755,77431,79044,80631,82333,84462,3000,2900,2900,3000,3500,4000,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.7388727272727272,-0.00515,1.0,6,0.03957707892448775,False
360,260000,1,1,1,34,-1,-1,-1,-1,-1,-1,49657,291,51058,2351,34039,291,291,51058,35696,34039,291,291,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.08826089743589743,0.021351,1.0,6,0.8836418834022094,False
361,500000,2,2,2,23,4,3,2,0,0,0,507726,509229,499936,505507,484612,419643,10000,0,14000,16500,16000,19000,1,3,risk_tier_medium,cohort_age_20_29,limit_200K_500K,0.975551,0.029068,0.5,0,0.025797386980964263,False
362,320000,2,2,2,30,0,0,0,0,0,0,71305,71151,72029,72849,74374,74610,2589,2568,2570,2661,2781,2500,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.22724895833333336,-0.002412,1.0,6,0.03591188078419868,False
363,50000,1,2,2,32,4,3,2,0,0,0,45734,44741,43562,44039,45008,25775,0,0,1262,1358,1275,1590,0,3,risk_tier_medium,cohort_age_30_39,limit_50K_100K,0.82953,0.056295,0.5,0,0.02204059326767366,False
